SYMBOL,COMPANY,COUNTRY,EXCHANGE
GMM.BO,GMM Pfaudler Ltd,India,Bombay Stock Exchange
0040.HK,Gold Peak Industries,Hong Kong,Hong Kong Stock Exchange
GOLDINFRA.BO,Goldstone Infratech Ltd,India,Bombay Stock Exchange
GOLDINFRA.NS,Goldstone Infratech Ltd,India,National Stock Exchange of India
2398.HK,Good Friend International,Hong Kong,Hong Kong Stock Exchange
GDWN.L,Goodwin PLC,United Kingdom,London Stock Exchange
GRC,Gorman-Rupp Co.,United States of America,
GA8.DE,Graco Inc,Germany,XETRA Stock Exchange
GGG,Graco Inc.,United States of America,
UCR.DE,GrafTech International Ltd,Germany,XETRA Stock Exchange
GGG.V,Graphene 3D Lab Inc,Canada,TSX Venture Exchange
GRAPHITE.BO,Graphite India Ltd,India,Bombay Stock Exchange
GRAPHITE.NS,Graphite India Ltd,India,National Stock Exchange of India
GREAVE.BO,Greaves Cotton Ltd,India,Bombay Stock Exchange
GREAVESCO.NS,Greaves Cotton Ltd.,India,National Stock Exchange of India
GRF.DE,Greiffenberger AG,Germany,XETRA Stock Exchange
GUD.AX,GUD Holdings Ltd,Australia,Australian Stock Exchange
1882.HK,Haitian International,Hong Kong,Hong Kong Stock Exchange
HI6.DE,Haitian International Hol,Germany,XETRA Stock Exchange
HAMO.BR,Hamon & Cie (International),United States of America,
HP6H.DE,Harbin Electric Co Ltd,Germany,XETRA Stock Exchange
1133.HK,Harbin Electric Company Ltd,Hong Kong,Hong Kong Stock Exchange
SEGR.L,Hayward Tyler Group PLC,United Kingdom,London Stock Exchange
HDD.DE,Heidelberger Druckmaschinen AG,Germany,XETRA Stock Exchange
H2FA.DE,Heliocentris Energy,Germany,XETRA Stock Exchange
HERCULES.BO,Hercules Hoists Ltd,India,Bombay Stock Exchange
HERCULES.NS,Hercules Hoists Ltd,India,National Stock Exchange of India
H17.SI,Hi-P International Ltd,Singapore,Singapore Stock Exchange
HI,"Hillenbrand, Inc.",United States of America,
HI.V,"Hillenbrand, Inc.",Canada,TSX Venture Exchange
HIO.PA,Hiolle Industries,France,Paris Stock Exchange
HMT.BO,HMT Ltd,India,Bombay Stock Exchange
HMT.NS,HMT Ltd,India,National Stock Exchange of India
HG1.DE,Homag Group AG,Germany,XETRA Stock Exchange
HONDAPOWE.NS,Honda Siel Power Products Ltd,India,National Stock Exchange of India
HONDASIEL.BO,Honda Siel Power Products Ltd,India,Bombay Stock Exchange
HONAUT.NS,Honeywell Automation India Ltd,India,National Stock Exchange of India
HONEYWELL.BO,Honeywell Automation India Ltd,India,Bombay Stock Exchange
HON.L,Honeywell International Inc,United Kingdom,London Stock Exchange
HON.MX,Honeywell International Inc,Mexico,Mexico Stock Exchange
HONB34.SA,Honeywell International Inc,Brazil,BOVESPA - Sao Paolo Stock Exchange
HON,Honeywell International Inc.,United States of America,
H22.SI,Hong Leong Asia Ltd,Singapore,Singapore Stock Exchange
HS0.DE,"Hoshizaki Electric Co., Ltd.",Germany,XETRA Stock Exchange
HUA.V,Huaxing Machinery Corp,Canada,TSX Venture Exchange
HDSN,Hudson Technologies Inc.,United States of America,
HX5A.DE,Hydrogenics Corp,Germany,XETRA Stock Exchange
HYG.TO,Hydrogenics Corp,Canada,Toronto Stock Exchange
IPWR,"Ideal Power, Inc.",United States of America,
ID7.DE,Idex Corp,Germany,XETRA Stock Exchange
IEX,IDEX Corporation,United States of America,
IEX.V,IDEX Corporation,Canada,TSX Venture Exchange
PUN.BR,IEP Invest NV,United States of America,
IFBIND.BO,IFB Industries Ltd,India,Bombay Stock Exchange
IFBIND.NS,IFB Industries Ltd,India,National Stock Exchange of India
IWJ.DE,IHI Corp,Germany,XETRA Stock Exchange
ILT.DE,Illinois Tool Works Inc,Germany,XETRA Stock Exchange
ITW,Illinois Tool Works Inc.,United States of America,
IMI.DE,IMI PLC,Germany,XETRA Stock Exchange
IMI.L,IMI PLC,United Kingdom,London Stock Exchange
IMPOWERS.BO,IMP Powers Ltd,India,Bombay Stock Exchange
INDLMETER.NS,IMP Powers Ltd,India,National Stock Exchange of India
INCON.BO,Incon Engineers Ltd,India,Bombay Stock Exchange
IMA.MI,Industria Macchine,Italy,Milan Stock Exchange
BAUH347.SA,Inepar Industria,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA344.SA,Inepar Industria,Brazil,BOVESPA - Sao Paolo Stock Exchange
INGERRAND.NS,Ingersoll Rand (India) Ltd,India,National Stock Exchange of India
INGERSOL.BO,Ingersoll Rand (India) Ltd,India,Bombay Stock Exchange
2IS.DE,Ingersoll-Rand PLC,Germany,XETRA Stock Exchange
IR,Ingersoll-Rand Plc,United States of America,
INSP.L,Inspirit Energy Holdings PLC,United Kingdom,London Stock Exchange
SCHEI.BO,Integra Engineering India Ltd,India,Bombay Stock Exchange
IEH.L,Intelligent Energy Hldgs,United Kingdom,London Stock Exchange
INS,Intelligent Systems Corporatio,United States of America,
IBAL,International Baler Corp.,United States of America,
IP.MI,Interpump Group,Italy,Milan Stock Exchange
IIN,Intricon Corp.,United States of America,
IRC.MI,Irce,Italy,Milan Stock Exchange
SARASWATI.BO,ISGEC Heavy Engineering Ltd,India,Bombay Stock Exchange
ITL.BO,ITL Industries Ltd,India,Bombay Stock Exchange
I7N.DE,ItN Nanovation AG,Germany,XETRA Stock Exchange
ITT.DE,ITT Corp,Germany,XETRA Stock Exchange
ITT,ITT Corporation,United States of America,
ITT.V,ITT Corporation,Canada,TSX Venture Exchange
JEN.BR,Jensen-Group,United States of America,
0350.HK,Jingwei Textile Machinery,Hong Kong,Hong Kong Stock Exchange
JBT.DE,John Bean Technologies Corp,Germany,XETRA Stock Exchange
JBT,John Bean Technologies Corpora,United States of America,
0179.HK,Johnson Electric Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
2028.HK,Jolimark Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
JOSTS.BO,Jost'S Engineering Co Ltd,India,Bombay Stock Exchange
JUN3.DE,Jungheinrich AG,Germany,XETRA Stock Exchange
JYOTI.BO,Jyoti Ltd,India,Bombay Stock Exchange
0675.HK,K & P International,Hong Kong,Hong Kong Stock Exchange
0822.HK,Ka Shui International,Hong Kong,Hong Kong Stock Exchange
KABRAEXT.BO,Kabra Extrusion Technik Ltd,India,Bombay Stock Exchange
KABRAEXTR.NS,Kabra Extrusion Technik Ltd,India,National Stock Exchange of India
KDA.DE,Kadant Inc,Germany,XETRA Stock Exchange
KAI,Kadant Inc.,United States of America,
0180.HK,"Kader Holdings Co., Ltd.",Hong Kong,Hong Kong Stock Exchange
KAX2.DE,Kardex AG,Germany,XETRA Stock Exchange
KHE.DE,Kawasaki Heavy Industries Ltd,Germany,XETRA Stock Exchange
KCP.BO,KCP Ltd,India,Bombay Stock Exchange
KCP.NS,KCP Ltd,India,National Stock Exchange of India
KENNAMET.BO,Kennametal India Ltd,India,Bombay Stock Exchange
KTEC,"Key Technology, Inc.",United States of America,
KLBRENG-B.BO,Kilburn Engineering Ltd,India,Bombay Stock Exchange
KIRLBROS.BO,Kirloskar Brothers Ltd,India,Bombay Stock Exchange
KIRLOSBRO.NS,Kirloskar Brothers Ltd,India,National Stock Exchange of India
KECL.NS,Kirloskar Electric Co Ltd,India,National Stock Exchange of India
KIRELECT.BO,Kirloskar Electric Co Ltd,India,Bombay Stock Exchange
KIRLOSENG.NS,Kirloskar Oil Engines Ltd,India,National Stock Exchange of India
KIRLPNU.BO,Kirloskar Pneumatic Co Ltd,India,Bombay Stock Exchange
SKB.DE,Koenig & Bauer AG,Germany,XETRA Stock Exchange
KOHINOORT.BO,Kohinoor Techno Engineers Ltd,India,Bombay Stock Exchange
KC4.DE,KONE Oyj,Germany,XETRA Stock Exchange
KRN.DE,Krones AG,Germany,XETRA Stock Exchange
KSB.DE,KSB AG,Germany,XETRA Stock Exchange
KSB3.DE,KSB AG,Germany,XETRA Stock Exchange
KSBPUMPS.BO,KSB Pumps Ltd,India,Bombay Stock Exchange
KSBPUMPS.NS,KSB Pumps Ltd,India,National Stock Exchange of India
KUBTF,Kubota Corporation,United States of America,
KUBTY,Kubota Corporation,United States of America,
KU2.DE,KUKA AG,Germany,XETRA Stock Exchange
0558.HK,L.K. Technology Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
LAXMIMACH.NS,Lakshmi Machine Works Ltd,India,National Stock Exchange of India
LMW.BO,Lakshmi Machine Works Ltd,India,Bombay Stock Exchange
0387.HK,Leeport holdings,Hong Kong,Hong Kong Stock Exchange
LII,"Lennox International, Inc.",United States of America,
KGR.DE,Lewag Holding AG,Germany,XETRA Stock Exchange
LIPPISYS.BO,Lippi Systems Ltd,India,Bombay Stock Exchange
LOKESH.BO,Lokesh Machines Ltd,India,Bombay Stock Exchange
LOKESHMAC.NS,Lokesh Machines Ltd,India,National Stock Exchange of India
3339.HK,Lonking Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
LPK.DE,LPKF Laser & Electronics AG,Germany,XETRA Stock Exchange
LXFR,Luxfer Holdings PLC,United States of America,
MXH.DE,M A X Automation AG,Germany,XETRA Stock Exchange
MNTX,"Manitex International, Inc.",United States of America,
3MU.DE,Manitou BF,Germany,XETRA Stock Exchange
MTU.PA,Manitou BF,France,Paris Stock Exchange
MANUGRAP.BO,Manugraph India Ltd,India,Bombay Stock Exchange
MANUGRAPH.NS,Manugraph India Ltd,India,National Stock Exchange of India
MARSON.BO,Marsons Ltd,India,Bombay Stock Exchange
MAZDALTD.BO,Mazda Ltd,India,Bombay Stock Exchange
MCPHY.PA,McPhy Energy SA,France,Paris Stock Exchange
MW7.DE,Meidensha Corp,Germany,XETRA Stock Exchange
MRO.L,Melrose PLC,United Kingdom,London Stock Exchange
M6YA.DE,Meyer Burger Technology AG,Germany,XETRA Stock Exchange
MIDD,Middleby Corp.,United States of America,
MH4N.DE,Mikron Holding AG,Germany,XETRA Stock Exchange
MIRCH.BO,Mirch Technologies Ltd,India,Bombay Stock Exchange
MIH.DE,Mitsubishi Heavy Indus,Germany,XETRA Stock Exchange
MLIN.L,Molins PLC,United Kingdom,London Stock Exchange
MGCR.L,Morgan Advanced Materials PLC,United Kingdom,London Stock Exchange
BC21.DE,Motor Sich JSC,Germany,XETRA Stock Exchange
MPFSL.BO,MPF Systems Ltd,India,Bombay Stock Exchange
MPILCORPL.BO,MPIL Corp Ltd,India,Bombay Stock Exchange
JT5.DE,"Mueller Water Products, Inc.",Germany,XETRA Stock Exchange
3N8.DE,Nabtesco Corp,Germany,XETRA Stock Exchange
NACG,"NAC Global Technologies, Inc.",United States of America,
NELCAST.BO,Nelcast Ltd.,India,Bombay Stock Exchange
NELCAST.NS,Nelcast Ltd.,India,National Stock Exchange of India
NEPCMICON.NS,NEPC India Ltd,India,National Stock Exchange of India
NEPIN.BO,NEPC India Ltd,India,Bombay Stock Exchange
8068.HK,New Universe Int'l,Hong Kong,Hong Kong Stock Exchange
NEX.PA,Nexans,France,Paris Stock Exchange
NXS.DE,Nexans,Germany,XETRA Stock Exchange
NGI.DE,NGK Insulators Ltd,Germany,XETRA Stock Exchange
NICCO.NS,Nicco Corp Ltd,India,National Stock Exchange of India
NICCOC.BO,Nicco Corp Ltd,India,Bombay Stock Exchange
NIB.DE,Nidec Corp,Germany,XETRA Stock Exchange
NIB1.DE,Nidec Corp,Germany,XETRA Stock Exchange
NKO.DE,"Nikkiso Co., Ltd.",Germany,XETRA Stock Exchange
NILE.BO,Nile Ltd,India,Bombay Stock Exchange
NDX1.DE,Nordex AG,Germany,XETRA Stock Exchange
MR7.SI,Nordic Group Ltd,Singapore,Singapore Stock Exchange
ND1.DE,Nordson Corp,Germany,XETRA Stock Exchange
NDSN,Nordson Corporation,United States of America,
NBI.L,Northbridge Indus Servs,United Kingdom,London Stock Exchange
NE4H.DE,Northeast Electrical Dev,Germany,XETRA Stock Exchange
NPS.TO,Northern Power Systems Corp,Canada,Toronto Stock Exchange
59N.DE,NPC Inc,Germany,XETRA Stock Exchange
NSGP.PA,NSC Groupe,France,Paris Stock Exchange
NTN.DE,NTN Corp,Germany,XETRA Stock Exchange
NCO.V,"Nuvolt Corp, Inc.",Canada,TSX Venture Exchange
OBH.DE,OC Oerlikon Corp Inc,Germany,XETRA Stock Exchange
OCEL,Ocean Electric Inc,United States of America,
RUOA.DE,Ocean Power Technologies,Germany,XETRA Stock Exchange
OPTT,"Ocean Power Technologies, Inc.",United States of America,
OKU.DE,Okuma Corp,Germany,XETRA Stock Exchange
OTI.AX,Oriental Technologies Inv,Australia,Australian Stock Exchange
PAEL.BO,PAE Ltd,India,Bombay Stock Exchange
PAEL.NS,PAE Ltd,India,National Stock Exchange of India
PA5.DE,Pall Corporation,Germany,XETRA Stock Exchange
PLL,Pall Corporation,United States of America,
PAR.DE,Parker Hannifin Corp,Germany,XETRA Stock Exchange
PNR.DE,Pentair PLC,Germany,XETRA Stock Exchange
PRPI,Perpetual Industries Inc.,United States of America,
PCG-H.V,PetroCorp Group Inc,Canada,TSX Venture Exchange
PFV.DE,Pfeiffer Vacuum Technology AG,Germany,XETRA Stock Exchange
ALPHX.PA,Phenix Systems,France,Paris Stock Exchange
PXM.DE,Phoenix Mecano AG,Germany,XETRA Stock Exchange
PIC.BR,Picanol,United States of America,
PIT.DE,Pittler Maschinenfabrik AG,Germany,XETRA Stock Exchange
POLYCHMP.BO,Polymechplast Machines Ltd,India,Bombay Stock Exchange
QL2.DE,Polypore International Inc,Germany,XETRA Stock Exchange
PPO,Polypore International Inc.,United States of America,
POWL,"Powell Industries, Inc.",United States of America,
PSIX,"Power Solutions International,",United States of America,
PWB.TO,Power Tech Corporation Inc.,Canada,Toronto Stock Exchange
PWON,Powin Corporation,United States of America,
PREMIER.BO,Premier Ltd,India,Bombay Stock Exchange
PREMIER.NS,Premier Ltd,India,National Stock Exchange of India
PPRW,Premier Power Renewable Energy,United States of America,
PRES.L,Pressure Technologies PLC,United Kingdom,London Stock Exchange
PA6.DE,Prima Industrie SPA,Germany,XETRA Stock Exchange
PRI.MI,Prima Industrie SPA,Italy,Milan Stock Exchange
PSWS,"PureSafe Water Systems, Inc.",United States of America,
TPE.DE,PVA TePla AG,Germany,XETRA Stock Exchange
CWO.L,Qihang Equipment Co Ltd,United Kingdom,London Stock Exchange
RSL2.DE,R Stahl AG,Germany,XETRA Stock Exchange
RSL1.DE,R. Stahl AG,Germany,XETRA Stock Exchange
RAJOOENG.BO,Rajoo Engineers Ltd,India,Bombay Stock Exchange
RASIELEC.BO,Rasi Electrodes Ltd,India,Bombay Stock Exchange
RV1.DE,Raven Industries Inc,Germany,XETRA Stock Exchange
RAVN,Raven Industries Inc.,United States of America,
BAUH552.SA,Recrusul SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH553.SA,Recrusul SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
RFT.AX,Rectifier Technologies Ltd,Australia,Australian Stock Exchange
RRE.V,Reg Technologies Inc,Canada,TSX Venture Exchange
RBC,Regal Beloit Corporation,United States of America,
REK.V,Reko International Group,Canada,TSX Venture Exchange
REK.V,Reko International Group,Canada,TSX Venture Exchange
ZAR.DE,Renk AG,Germany,XETRA Stock Exchange
RNO.L,Renold PLC,United Kingdom,London Stock Exchange
RXN,Rexnord Corporation,United States of America,
REXNORD.BO,Rexnord Electronics,India,Bombay Stock Exchange
RHM.DE,Rheinmetall AG,Germany,XETRA Stock Exchange
RIHN.DE,Rieter Holding AG,Germany,XETRA Stock Exchange
RWL.DE,Rockwell Automation Inc,Germany,XETRA Stock Exchange
ROK,Rockwell Automation Inc.,United States of America,
ROP.DE,Roper Industries Inc,Germany,XETRA Stock Exchange
ROP,Roper Industries Inc.,United States of America,
ROTO.BO,Roto Pumps Ltd,India,Bombay Stock Exchange
RO4.DE,Rotork PLC,Germany,XETRA Stock Exchange
ROR.L,Rotork PLC,United Kingdom,London Stock Exchange
SMENER.BO,S M Energy Teknik,India,Bombay Stock Exchange
SAB.MI,Sabaf,Italy,Milan Stock Exchange
SNT.L,Sabien Technology Group PLC,United Kingdom,London Stock Exchange
SVKB.DE,Sandvik AB,Germany,XETRA Stock Exchange
SIS.TO,Savaria Corp,Canada,Toronto Stock Exchange
SHR.DE,Schindler Holding AG,Germany,XETRA Stock Exchange
SHRQ.DE,Schindler Holding AG,Germany,XETRA Stock Exchange
SCHNEIDER.NS,Schneider Electric Infr,India,National Stock Exchange of India
SND.DE,Schneider Electric SE,Germany,XETRA Stock Exchange
SU.PA,Schneider Electric SE,France,Paris Stock Exchange
SUNV.PA,Schneider Electric SE,France,Paris Stock Exchange
SCU.DE,Schuler AG,Germany,XETRA Stock Exchange
SCUN.DE,Schuler AG,Germany,XETRA Stock Exchange
SCM.DE,Schumag AG,Germany,XETRA Stock Exchange
SCT.NZ,Scott Technology Ltd,New Zeland,New Zealand Stock Exchange
8150.HK,Seamless Green China holdings,Hong Kong,Hong Kong Stock Exchange
SED.DE,Sedlbauer AG,Germany,XETRA Stock Exchange
SERVOTEC.BO,Servotech Engineering,India,Bombay Stock Exchange
F3C.DE,SFC Energy AG,Germany,XETRA Stock Exchange
SHAKTIPU.BO,Shakti Pumps (India) Ltd,India,Bombay Stock Exchange
2727.HK,Shanghai Electric Group,Hong Kong,Hong Kong Stock Exchange
USR.DE,Shanghai Electric Group Co Ltd,Germany,XETRA Stock Exchange
2345.HK,Shanghai Prime Machinery,Hong Kong,Hong Kong Stock Exchange
8115.HK,Shanghai Qingpu,Hong Kong,Hong Kong Stock Exchange
S7N.DE,Shanghai Turbo Enterprises Ltd,Germany,XETRA Stock Exchange
X27.SI,Shanghai Turbo Enterprises Ltd,Singapore,Singapore Stock Exchange
SHANTIGE.BO,Shanthi Gears Ltd,India,Bombay Stock Exchange
SHANTIGEA.NS,Shanthi Gears Ltd,India,National Stock Exchange of India
JI8.DE,Shenji Group Kunming,Germany,XETRA Stock Exchange
0300.HK,Shenji Group Kunming Mach,Hong Kong,Hong Kong Stock Exchange
SHILGRAVQ.BO,Shilp Gravures Ltd,India,Bombay Stock Exchange
SIE.DE,Siemens AG,Germany,XETRA Stock Exchange
SIE.L,Siemens AG,United Kingdom,London Stock Exchange
SIE.MI,Siemens AG,Italy,Milan Stock Exchange
SIEB.DE,Siemens AG,Germany,XETRA Stock Exchange
SI.V,Siemens Aktiengesellschaft,Canada,TSX Venture Exchange
SIEMENS.BO,Siemens Ltd,India,Bombay Stock Exchange
SIEMENS.NS,Siemens Ltd,India,National Stock Exchange of India
GIRO.PA,Signaux Girod,France,Paris Stock Exchange
0716.HK,Singamas Container Holdin,Hong Kong,Hong Kong Stock Exchange
SINGER.BO,Singer India Ltd,India,Bombay Stock Exchange
SKF.BO,SKF India Ltd,India,Bombay Stock Exchange
SKFINDIA.NS,SKF India Ltd,India,National Stock Exchange of India
AM3D.DE,SLM Solutions Group AG,Germany,XETRA Stock Exchange
QMC.DE,SMC Corp,Germany,XETRA Stock Exchange
QS2A.DE,Smiths Group PLC,Germany,XETRA Stock Exchange
SMIN.L,Smiths Group PLC,United Kingdom,London Stock Exchange
SNAK.L,SnackTime PLC,United Kingdom,London Stock Exchange
SDW.V,Sofame Technologies Inc,Canada,TSX Venture Exchange
SPX.L,Spirax-Sarco Engineering PLC,United Kingdom,London Stock Exchange
SPW.DE,SPX Corp,Germany,XETRA Stock Exchange
SPW,SPX Corporation,United States of America,
BWPL.BO,Sri KPR Industries Ltd,India,Bombay Stock Exchange
STEELCAS.BO,Steelcast Ltd.,India,Bombay Stock Exchange
ST5.DE,STEICO AG,Germany,XETRA Stock Exchange
SKS.AX,Stokes Ltd,Australia,Australian Stock Exchange
STOVACQ.BO,Stovec Industries Ltd,India,Bombay Stock Exchange
STURDY.BO,Sturdy Industries Ltd,India,Bombay Stock Exchange
SUL1.DE,Sulzer AG,Germany,XETRA Stock Exchange
SSM1.DE,Sumitomo Heavy Industries Ltd,Germany,XETRA Stock Exchange
5GD.SI,Sunpower Group Ltd,Singapore,Singapore Stock Exchange
5SZ1.DE,Suzlon Energy Ltd,Germany,XETRA Stock Exchange
SUZLON.BO,Suzlon Energy Ltd,India,Bombay Stock Exchange
SUZLON.NS,Suzlon Energy Ltd,India,National Stock Exchange of India
WSZ.DE,Swisslog Holding AG,Germany,XETRA Stock Exchange
SYL.V,Symax Lift (Holding) Co Ltd,Canada,TSX Venture Exchange
ZEN.L,Synety Group PLC,United Kingdom,London Stock Exchange
TIGLOB.BO,T & I Global Ltd,India,Bombay Stock Exchange
TARAPUR.NS,Tarapur Transformers Ltd,India,National Stock Exchange of India
TARAPURTL.BO,Tarapur Transformers Ltd,India,Bombay Stock Exchange
TAYD,Taylor Devices Inc.,United States of America,
TECPRO.NS,Tecpro Systems Ltd,India,National Stock Exchange of India
TECU,Tecumseh Products Company,United States of America,
VULCANEN.BO,Terruzzi Fercalx India Ltd,India,Bombay Stock Exchange
TES.MI,Tesmec,Italy,Milan Stock Exchange
BWC,The Babcock & Wilcox Company,United States of America,
XONE,The ExOne Company,United States of America,
J9R.DE,The Japan Steel Works Ltd,Germany,XETRA Stock Exchange
MBY.DE,The Middleby Corp,Germany,XETRA Stock Exchange
THERMAX.BO,Thermax Ltd,India,Bombay Stock Exchange
THERMAX.NS,Thermax Ltd,India,National Stock Exchange of India
THER.PA,Thermocompact SA,France,Paris Stock Exchange
THR,"Thermon Group Holdings, Inc.",United States of America,
THTI,"THT Heat Transfer Technology,",United States of America,
TIL.BO,TIL Ltd,India,Bombay Stock Exchange
TIL.NS,TIL Ltd,India,National Stock Exchange of India
TIMKEN.BO,Timken India Ltd,India,Bombay Stock Exchange
TIMKEN.NS,Timken India Ltd,India,National Stock Exchange of India
TNCI.L,Tinci Holdings Ltd,United Kingdom,London Stock Exchange
TLA.V,Titan Logix Corp,Canada,TSX Venture Exchange
TVLY.PA,Tivoly,France,Paris Stock Exchange
TPX.DE,Toppan Printing Co Ltd,Germany,XETRA Stock Exchange
TNSN.DE,Tornos Holding AG,Germany,XETRA Stock Exchange
TSE1.DE,Toshiba Corp,Germany,XETRA Stock Exchange
TOA.DE,"Toshiba Machine Co., Ltd.",Germany,XETRA Stock Exchange
MLPSH.PA,TPSH,France,Paris Stock Exchange
TRIL.BO,Transformers & Rectifiers,India,Bombay Stock Exchange
TRIL.NS,Transformers & Rectifiers,India,National Stock Exchange of India
TLLB.DE,Trelleborg AB,Germany,XETRA Stock Exchange
TRF.BO,TRF Ltd,India,Bombay Stock Exchange
TRF.NS,TRF Ltd,India,National Stock Exchange of India
TCN.L,Tricorn Group PLC,United Kingdom,London Stock Exchange
TSB.DE,Tsubakimoto Chain Co,Germany,XETRA Stock Exchange
TTEG,Turbine Truck Engines Inc.,United States of America,
TPS.L,Turbo Power Systems Inc,United Kingdom,London Stock Exchange
TWIN,"Twin Disc, Incorporated",United States of America,
0687.HK,Tysan Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
UTLTD.BO,U T Ltd,India,Bombay Stock Exchange
UG.V,UGE International Ltd,Canada,TSX Venture Exchange
ULB.DE,Ultralife Batteries Inc,Germany,XETRA Stock Exchange
UP7.DE,United Power Technology AG,Germany,XETRA Stock Exchange
VDN.DE,VDN Vereinigte Dt,Germany,XETRA Stock Exchange
VJLAXMIE.BO,Veejay Lakshmi,India,Bombay Stock Exchange
VLN.TO,Velan Inc,Canada,Toronto Stock Exchange
VELJAN.BO,Veljan Denison Ltd,India,Bombay Stock Exchange
VENUSUNI.BO,Venus Universal Ltd,India,Bombay Stock Exchange
VWS.DE,Vestas Wind Systems A/S,Germany,XETRA Stock Exchange
VWSA.DE,Vestas Wind Systems A/S,Germany,XETRA Stock Exchange
VESUVIUS.BO,Vesuvius India Ltd,India,Bombay Stock Exchange
VESUVIUS.NS,Vesuvius India Ltd,India,National Stock Exchange of India
535.SI,VibroPower Corp Ltd,Singapore,Singapore Stock Exchange
MLVIS.PA,Visio Nerf SA,France,Paris Stock Exchange
8032.HK,Viva China Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
VOLTAMP.BO,Voltamp Transformers Ltd,India,Bombay Stock Exchange
VOLTAMP.NS,Voltamp Transformers Ltd,India,National Stock Exchange of India
WAN.DE,Wanderer-Werke AG,Germany,XETRA Stock Exchange
MTA.DE,Wartsila Corp,Germany,XETRA Stock Exchange
WSU.DE,WashTec AG,Germany,XETRA Stock Exchange
W3W.DE,Watts Water Technologies Inc,Germany,XETRA Stock Exchange
BAZA763.SA,Weg SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
WI4.DE,Weichai Power Co Ltd,Germany,XETRA Stock Exchange
2338.HK,"Weichai Power Co., Ltd.",Hong Kong,Hong Kong Stock Exchange
42W.DE,Weir Group PLC,Germany,XETRA Stock Exchange
WEIR.L,Weir Group PLC,United Kingdom,London Stock Exchange
WTL.NZ,Windflow Technology Ltd,New Zeland,New Zealand Stock Exchange
WINDSOR.BO,Windsor Machines Ltd,India,Bombay Stock Exchange
WMF.DE,WMF AG,Germany,XETRA Stock Exchange
WMF3.DE,WMF AG,Germany,XETRA Stock Exchange
B49.SI,World Precision Machinery Ltd,Singapore,Singapore Stock Exchange
WPIL.BO,WPIL Ltd,India,Bombay Stock Exchange
WSCI,WSI Industries Inc.,United States of America,
WUHN,Wuhan General Group (China) In,United States of America,
XB6.DE,Xebec Adsorption Inc,Germany,XETRA Stock Exchange
XBC.V,Xebec Adsorption Inc,Canada,TSX Venture Exchange
XBC.V,"Xebec Adsorption, Inc.",Canada,TSX Venture Exchange
TXRN.DE,Xerium Technologies Inc,Germany,XETRA Stock Exchange
XRM,Xerium Technologies Inc.,United States of America,
XSG.L,Xeros Technology Group PLC,United Kingdom,London Stock Exchange
2208.HK,Xinjiang Goldwind Science,Hong Kong,Hong Kong Stock Exchange
CXGH.DE,Xinjiang Goldwind Science,Germany,XETRA Stock Exchange
M9F.SI,XMH Holdings Ltd,Singapore,Singapore Stock Exchange
XRF.AX,XRF Scientific Ltd,Australia,Australian Stock Exchange
XYL,Xylem Inc.,United States of America,
YKE.DE,Yokogawa Electric Corp,Germany,XETRA Stock Exchange
YUKEN.BO,Yuken India Ltd,India,Bombay Stock Exchange
ZB3.DE,ZBB Energy Corp,Germany,XETRA Stock Exchange
ZT1A.DE,Zebra Technologies Corp,Germany,XETRA Stock Exchange
ZBRA,Zebra Technologies Corp.,United States of America,
ZGL.AX,Zicom Group Ltd,Australia,Australian Stock Exchange
2GB.DE,2G energy AG,Germany,XETRA Stock Exchange
MMM.BA,3M Co,Argentina,Buenos Aires Stock Exchange
MMM.DE,3M Co,Germany,XETRA Stock Exchange
MMM.MX,3M Co,Mexico,Mexico Stock Exchange
MMMC34.SA,3M Co,Brazil,BOVESPA - Sao Paolo Stock Exchange
MMM,3M Company,United States of America,
ACE.BO,Action Construction Equip,India,Bombay Stock Exchange
ACE.NS,Action Construction Equip,India,National Stock Exchange of India
AFN.TO,Ag Growth International Inc,Canada,Toronto Stock Exchange
AGJ.DE,AGCO Corp,Germany,XETRA Stock Exchange
AGCO,AGCO Corporation,United States of America,
AGRO.BA,Agrometal SA,Argentina,Buenos Aires Stock Exchange
ALG,"Alamo Group, Inc.",United States of America,
ARTW,Art's-Way Manufacturing Co. In,United States of America,
ASTE,"Astec Industries, Inc.",United States of America,
BLEY.L,Bailey(C.H.) PLC,United Kingdom,London Stock Exchange
BELAGRO.BO,Bell AGromachina Ltd,India,Bombay Stock Exchange
B2K.DE,Bell Equipment Ltd,Germany,XETRA Stock Exchange
BUI.TO,Buhler Industries Inc,Canada,Toronto Stock Exchange
CAT.BA,Caterpillar Inc,Argentina,Buenos Aires Stock Exchange
CAT.MX,Caterpillar Inc,Mexico,Mexico Stock Exchange
CAT1.DE,Caterpillar Inc,Germany,XETRA Stock Exchange
