SYMBOL,COMPANY,COUNTRY,EXCHANGE
CX.TO,Cyberplex Inc.,Canada,Toronto Stock Exchange
CURM,"CÜR Media, Inc.",United States of America,
DA.MI,Dada,Italy,Milan Stock Exchange
DDB.DE,Dada,Germany,XETRA Stock Exchange
DAIP.L,Daily Internet PLC,United Kingdom,London Stock Exchange
D1K.DE,Dealertrack Technologies Inc,Germany,XETRA Stock Exchange
DLPM,"Development Capital Group, Inc",United States of America,
DGS.L,Digital Globe Services Ltd,United Kingdom,London Stock Exchange
DM.MI,Digital Magics S.p.A.,Italy,Milan Stock Exchange
EME.PA,Emme,France,Paris Stock Exchange
ENGA,"Engage Mobility, Inc.",United States of America,
E88.AX,Ensogo Ltd,Australia,Australian Stock Exchange
ALENT.PA,Entreparticuliers SA,France,Paris Stock Exchange
E1S.DE,EQS Group AG,Germany,XETRA Stock Exchange
EQN1.DE,Equinix Inc,Germany,XETRA Stock Exchange
EVDY,"Everyday Health, Inc.",United States of America,
FB2A.DE,Facebook Inc,Germany,XETRA Stock Exchange
FBOK34.SA,Facebook Inc,Brazil,BOVESPA - Sao Paolo Stock Exchange
FB,"Facebook, Inc.",United States of America,
F5R.DE,Fidor Bank AG,Germany,XETRA Stock Exchange
FRFS,"Firefish, Inc.",United States of America,
FSW.V,Fireswirl Technologies Inc,Canada,TSX Venture Exchange
GPLH,"Game Plan Holdings, Inc.",United States of America,
GPLH,"Game Plan Holdings, Inc.",United States of America,
GVC.TO,Glacier Media Inc,Canada,Toronto Stock Exchange
8192.HK,Global Energy Resources,Hong Kong,Hong Kong Stock Exchange
GO.MI,GO internet SpA,Italy,Milan Stock Exchange
GCK.DE,GoConnect Ltd,Germany,XETRA Stock Exchange
GCN.AX,GoConnect Ltd,Australia,Australian Stock Exchange
GGQ1.DE,Google Inc,Germany,XETRA Stock Exchange
GGQ7.DE,Google Inc,Germany,XETRA Stock Exchange
GOOG.MX,Google Inc,Mexico,Mexico Stock Exchange
GOOG34.SA,Google Inc,Brazil,BOVESPA - Sao Paolo Stock Exchange
GOOGL.BA,Google Inc,Argentina,Buenos Aires Stock Exchange
GOOG,Google Inc.,United States of America,
GOOGL,Google Inc.,United States of America,
V3U.DE,Gree Inc,Germany,XETRA Stock Exchange
GRPN,"Groupon, Inc.",United States of America,
GRUB,GrubHub Inc.,United States of America,
AWAY,"HomeAway, Inc.",United States of America,
HYQ.DE,Hypoport AG,Germany,XETRA Stock Exchange
HNIB.DE,IAC/InterActiveCorp,Germany,XETRA Stock Exchange
IACI,IAC/InterActiveCorp,United States of America,
IBY.AX,iBuy Group Ltd,Australia,Australian Stock Exchange
ICQ.AX,Icar Asia Ltd,Australia,Australian Stock Exchange
IMKI,Immediatek Inc.,United States of America,
ISFT.BO,Intrasoft Technologies Ltd,India,Bombay Stock Exchange
ISFT.NS,Intrasoft Technologies Ltd,India,National Stock Exchange of India
IOM.L,Iomart Group PLC,United Kingdom,London Stock Exchange
IPP.AX,iProperty Group Ltd,Australia,Australian Stock Exchange
ISU.AX,iSelect Ltd,Australia,Australian Stock Exchange
IXJ.DE,Ixia,Germany,XETRA Stock Exchange
JD,"JD.com, Inc.",United States of America,
DATE,Jiayuan.com International Ltd.,United States of America,
JQW.L,JQW PLC,United Kingdom,London Stock Exchange
LCY.DE,Jubii Europe NV,Germany,XETRA Stock Exchange
KEK.V,Keek Inc,Canada,TSX Venture Exchange
KIWB,"Kiwibox.Com, Inc.",United States of America,
ALGUI.PA,LeGuide.com SA,France,Paris Stock Exchange
LNK.DE,Limelight Networks Inc,Germany,XETRA Stock Exchange
LLNW,"Limelight Networks, Inc.",United States of America,
LKI.DE,LinkedIn Corp,Germany,XETRA Stock Exchange
LNKD,LinkedIn Corporation,United States of America,
LIVE,"LiveDeal, Inc.",United States of America,
LOCM,Local Corporation,United States of America,
OTQ.DE,Local Corporation,Germany,XETRA Stock Exchange
LOKA.DE,LookSmart Ltd,Germany,XETRA Stock Exchange
LOOK,"LookSmart, Ltd.",United States of America,
61HE.L,Mail.ru Group Ltd,United Kingdom,London Stock Exchange
MAIL.L,Mail.ru Group Ltd,United Kingdom,London Stock Exchange
RL9A.DE,Mail.ru Group Ltd,Germany,XETRA Stock Exchange
MCK.MI,MC-link SpA,Italy,Milan Stock Exchange
MDF.TO,Mediagrif Interactive,Canada,Toronto Stock Exchange
MVP.V,MediaValet Inc,Canada,TSX Venture Exchange
MEET,"MeetMe, Inc.",United States of America,
MMRF,"MMRGlobal, Inc.",United States of America,
39M.DE,Moneysupermarket.com Group PLC,Germany,XETRA Stock Exchange
MONY.L,Moneysupermarket.com Group PLC,United Kingdom,London Stock Exchange
MOXC,"Moxian China, Inc.",United States of America,
ABO.DE,MyHammer Holding AG,Germany,XETRA Stock Exchange
MYR.DE,MyHammer Holding AG,Germany,XETRA Stock Exchange
NNW.DE,Naspers Ltd,Germany,XETRA Stock Exchange
MLNEO.PA,Neocom Multimedia,France,Paris Stock Exchange
NET4.NS,Net 4 India Ltd,India,National Stock Exchange of India
NET4INDIA.BO,Net 4 India Ltd,India,Bombay Stock Exchange
NSAV,"Net Savings Link, Inc.",United States of America,
NEH.DE,NetEase Inc,Germany,XETRA Stock Exchange
NFLX34.SA,Netflix Inc,Brazil,BOVESPA - Sao Paolo Stock Exchange
NWZ.AX,Newzulu Ltd,Australia,Australian Stock Exchange
ALNFA.PA,Notrefamille.com SA,France,Paris Stock Exchange
ONL.L,On-Line PLC,United Kingdom,London Stock Exchange
ONIN,"Online Internet Network, Inc.",United States of America,
VDTN.DE,Onstream Media Corp,Germany,XETRA Stock Exchange
OTH.AX,Onthehouse Holdings Ltd,Australia,Australian Stock Exchange
ONV.DE,OnVista AG,Germany,XETRA Stock Exchange
OPMG,"Options Media Group Holdings,",United States of America,
0543.HK,Pacific Online Limited,Hong Kong,Hong Kong Stock Exchange
4P7.DE,Pacific Online Ltd,Germany,XETRA Stock Exchange
PAYM,"PayMeOn, Inc.",United States of America,
PZOO,"Pazoo, Inc.",United States of America,
FENG,Phoenix New Media Limited,United States of America,
PTOO,"Pitooey!, Inc.",United States of America,
PTOO,"Pitooey!, Inc.",United States of America,
MLSEN.PA,Planet FR,France,Paris Stock Exchange
PLEA.DE,plenum AG,Germany,XETRA Stock Exchange
PTS.TO,Points International Ltd,Canada,Toronto Stock Exchange
IPDN,Professional Diversity Network,United States of America,
PTO.L,Publishing Technology PLC,United Kingdom,London Stock Exchange
5Q8.DE,QuinStreet Inc,Germany,XETRA Stock Exchange
QUOR,Quorum Corp.,United States of America,
REA.AX,REA Group Ltd,Australia,Australian Stock Exchange
RCMH,"Reach Messaging Holdings, Inc.",United States of America,
REBL,"Rebel Group, Inc.",United States of America,
REDF,Rediff.com India Limited,United States of America,
RFFA.DE,Rediff.com India Ltd,Germany,XETRA Stock Exchange
ALRLX.PA,Relaxnews,France,Paris Stock Exchange
MARK,"Remark Media, Inc.",United States of America,
MLREW.PA,Reworld Media,France,Paris Stock Exchange
NAME,"Rightside Group, Ltd.",United States of America,
MLSFT.PA,Safti Groupe,France,Paris Stock Exchange
PG.MI,Seat Pagine Gialle,Italy,Milan Stock Exchange
PGR.MI,Seat Pagine Gialle,Italy,Milan Stock Exchange
SEK.AX,Seek Ltd,Australia,Australian Stock Exchange
SLD.DE,Seek Ltd,Germany,XETRA Stock Exchange
SHP.AX,Shoply Ltd,Australia,Australian Stock Exchange
YIN.DE,SINA Corp,Germany,XETRA Stock Exchange
SLI.NZ,SLI Systems Ltd,New Zeland,New Zealand Stock Exchange
SFT.PA,Soft Computing,France,Paris Stock Exchange
XOU.DE,Sohu.com Inc,Germany,XETRA Stock Exchange
SOHU,Sohu.com Inc.,United States of America,
PAJ.PA,Solocal Group,France,Paris Stock Exchange
QS3.DE,Solocal Group,Germany,XETRA Stock Exchange
SFUN,SouFun Holdings Ltd.,United States of America,
37S.DE,Spark Networks Inc,Germany,XETRA Stock Exchange
SPXA,"SpectrumDNA, Inc.",United States of America,
SSX.DE,Sqli SA,Germany,XETRA Stock Exchange
STL.L,Stilo International PLC,United Kingdom,London Stock Exchange
SBAY,"Subaye, Inc.",United States of America,
VI6.DE,Sunevision Holdings Ltd,Germany,XETRA Stock Exchange
8008.HK,Sunevision Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
SURP,"SurePure, Inc.",United States of America,
SBID,Symbid Corp.,United States of America,
SYNC,"Synacor, Inc.",United States of America,
TAOM,Taomee Holdings Ltd.,United States of America,
EFT.DE,TechTarget Inc,Germany,XETRA Stock Exchange
TTGT,"TechTarget, Inc.",United States of America,
0700.HK,Tencent Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
NNNC.DE,Tencent Holdings Ltd.,Germany,XETRA Stock Exchange
TGLO,Theglobe.com Inc.,United States of America,
THS.DE,TheStreet Inc,Germany,XETRA Stock Exchange
TST,"TheStreet, Inc.",United States of America,
8028.HK,Timeless Software Ltd.,Hong Kong,Hong Kong Stock Exchange
TFA.DE,Tomorrow Focus AG,Germany,XETRA Stock Exchange
TLDH.L,Top Level Domain Holdings Ltd,United Kingdom,London Stock Exchange
TME.AX,Trade Me Group Ltd,Australia,Australian Stock Exchange
TME.NZ,Trade Me Group Ltd,New Zeland,New Zealand Stock Exchange
TXM.DE,Travelzoo Inc,Germany,XETRA Stock Exchange
TZOO,Travelzoo Inc.,United States of America,
TRIP,TripAdvisor Inc.,United States of America,
TRIP,TripAdvisor LLC,United States of America,
TCX,Tucows Inc.,United States of America,
TC.TO,"Tucows, Inc.",Canada,Toronto Stock Exchange
ALTUT.PA,Tuto4pc.Com Group,France,Paris Stock Exchange
TWTR34.SA,Twitter Inc,Brazil,BOVESPA - Sao Paolo Stock Exchange
TWTR,"Twitter, Inc.",United States of America,
TWTR,"Twitter, Inc.",United States of America,
ULS.L,ULS Technology PLC,United Kingdom,London Stock Exchange
UON.DE,United Online Inc,Germany,XETRA Stock Exchange
70L.DE,UrtheCast Corp,Germany,XETRA Stock Exchange
VCHS,"Vacation Home Swap, Inc.",United States of America,
VRSN,"VeriSign, Inc.",United States of America,
VIAD.PA,Viadeo SA,France,Paris Stock Exchange
0862.HK,Vision Values Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
VRW.MI,Vrway Communication SA,Italy,Milan Stock Exchange
VRW.V,VRX Worldwide Inc,Canada,TSX Venture Exchange
WSO.DE,Wallstreet:Online AG,Germany,XETRA Stock Exchange
WWWW,"Web.com Group, Inc.",United States of America,
ALWEB.PA,Weborama SA,France,Paris Stock Exchange
WEBNV.PA,Weborama SA,France,Paris Stock Exchange
WB,Weibo Corporation,United States of America,
WIX,Wix.com Ltd.,United States of America,
O1BC.DE,Xing AG,Germany,XETRA Stock Exchange
YOJ.DE,Yahoo Japan Corp,Germany,XETRA Stock Exchange
YHO.DE,Yahoo! Inc,Germany,XETRA Stock Exchange
YHOO.BA,Yahoo! Inc,Argentina,Buenos Aires Stock Exchange
YHOO.MX,Yahoo! Inc,Mexico,Mexico Stock Exchange
YHOO,Yahoo! Inc.,United States of America,
YNDX,Yandex N.V.,United States of America,
YDX.DE,Yandex NV,Germany,XETRA Stock Exchange
Y9L.DE,Yelp Inc,Germany,XETRA Stock Exchange
YELP,"Yelp, Inc.",United States of America,
YOKU,Youku Tudou Inc.,United States of America,
YY,YY Inc.,United States of America,
ZPLA.L,Zoopla Property Group PLC,United Kingdom,London Stock Exchange
WUBA,58.com Inc.,United States of America,
NAUKRI.BO,Info Edge (India) Ltd,India,Bombay Stock Exchange
NAUKRI.NS,Info Edge (India) Ltd,India,National Stock Exchange of India
ACAN,"Americann, Inc.",United States of America,
BYOC,"Beyond Commerce, Inc.",United States of America,
BIZZ,"Bizzingo, Inc.",United States of America,
CHIO,China INSOnline Corp.,United States of America,
CRMZ,Creditriskmonitor.com Inc.,United States of America,
DLTZ,"Delta Mutual, Inc.",United States of America,
FULO,Fullnet Communications Inc.,United States of America,
GASE,"GASE Energy, Inc.",United States of America,
GAWK,Gawk Incorporated,United States of America,
GPCM,"Grandparents.com, Inc.",United States of America,
HLTK,"HealthTalk Live, Inc.",United States of America,
HSTH,"HS3 Technologies, Inc.",United States of America,
IGEN,IGEN Networks Corp.,United States of America,
IEEC,India Ecommerce Corporation,United States of America,
GEEK,"Internet America, Inc.",United States of America,
IZEA,"IZEA, Inc",United States of America,
IZEA,"IZEA, Inc",United States of America,
LUXR,"Luxeyard, Inc.",United States of America,
RIIC,Royal Invest International Cor,United States of America,
SFAZ,Safe Technologies Internationa,United States of America,
SIFY,Sify Technologies Limited,United States of America,
SYTE,Sitestar Corp.,United States of America,
SMFI,"SmooFi, Inc.",United States of America,
SMTP,"SMTP, Inc.",United States of America,
SMTP,"SMTP, Inc.",United States of America,
LOV,"Spark Networks, Inc.",United States of America,
TRUE,"TrueCar, Inc.",United States of America,
TRLA,"Trulia, Inc.",United States of America,
UBIQ,Ubiquity Broadcasting Corporat,United States of America,
UNTD,"United Online, Inc.",United States of America,
WESC,W&E Source Corp,United States of America,
WSCO,"Wall Street Media Co., Inc.",United States of America,
ALYI,Alternet Systems Inc.,United States of America,
ANGI,"Angie's List, Inc.",United States of America,
BVSN,"BroadVision, Inc.",United States of America,
GIB,"CGI Group, Inc.",United States of America,
CKSW,ClickSoftware Technologies Ltd,United States of America,
COUP,Coupons.com Incorporated,United States of America,
TRAK,"Dealertrack Technologies, Inc.",United States of America,
DFTC,"Defentect Group, Inc.",United States of America,
DMD,"Demand Media, Inc.",United States of America,
DRIV,Digital River Inc.,United States of America,
DGLPQ,"DigitalPost Interactive, Inc.",United States of America,
LONG,eLong Inc.,United States of America,
EQIX,"Equinix, Inc.",United States of America,
FCUV,Focus Universal Inc.,United States of America,
GKNT,"Geeknet, Inc.",United States of America,
GKNT,"Geeknet, Inc.",United States of America,
INOD,Innodata Inc.,United States of America,
INAP,Internap Corporation,United States of America,
ITNF,Internet Infinity Inc.,United States of America,
INXN,Interxion Holding NV,United States of America,
XXIA,Ixia,United States of America,
JCOM,"j2 Global, Inc.",United States of America,
JCDAF,Jacada Ltd.,United States of America,
JCDAF,Jacada Ltd.,United States of America,
JCDAF,Jacada Ltd.,United States of America,
LBRG,"Ladybug Resource Group, Inc.",United States of America,
MENI,"Mobilized Entertainment, Inc",United States of America,
MENI,"Mobilized Entertainment, Inc",United States of America,
NETE,"Net Element, Inc.",United States of America,
NTES,"NetEase, Inc.",United States of America,
PROP,"Propell Technologies Group, In",United States of America,
QNST,"QuinStreet, Inc.",United States of America,
QMCI,QuoteMedia Inc.,United States of America,
RENN,Renren Inc.,United States of America,
SLNM,Salon Media Group Inc.,United States of America,
SLTC,"Selectica, Inc.",United States of America,
SINA,SINA Corporation,United States of America,
STVI,"SNAP Interactive, Inc.",United States of America,
STVI,"SNAP Interactive, Inc.",United States of America,
SPRT,"Support.com, Inc.",United States of America,
TNAV,"Telenav, Inc.",United States of America,
ULTI,"The Ultimate Software Group, I",United States of America,
TRMR,"Tremor Video, Inc.",United States of America,
UBIQ,"Ubiquity, Inc.",United States of America,
UBIQ,"Ubiquity, Inc.",United States of America,
VAE.V,"Vanity Events Holding, Inc.",Canada,TSX Venture Exchange
VCST,ViewCast.com Inc.,United States of America,
VHC,VirnetX Holding Corp,United States of America,
WORX,Worlds Online Inc.,United States of America,
WORX,Worlds Online Inc.,United States of America,
CCOP,"Competitive Companies, Inc.",United States of America,
ETAK,Elephant Talk Communications C,United States of America,
GNCMA,General Communication Inc.,United States of America,
HCHC,"HC2 Holdings, Inc.",United States of America,
LYNS,"Lightyear Network Solutions, I",United States of America,
MDTC,Media Technologies Inc.,United States of America,
ZMTP,"Zoom Telephonics, Inc.",United States of America,
AIY.DE,Activision Blizzard Inc,Germany,XETRA Stock Exchange
ATVI,"Activision Blizzard, Inc.",United States of America,
AC8.DE,Aristocrat Leisure Ltd,Germany,XETRA Stock Exchange
ALL.AX,Aristocrat Leisure Ltd,Australia,Australian Stock Exchange
8025.HK,Asian Capital Resources,Hong Kong,Hong Kong Stock Exchange
5ASA.DE,Asiasoft Corp PLC,Germany,XETRA Stock Exchange
IFGA.DE,Atari,Germany,XETRA Stock Exchange
AVID,"Avid Technology, Inc.",United States of America,
AXLX,Axiologix Education Corporatio,United States of America,
CPK.DE,"Capcom Co., Ltd.",Germany,XETRA Stock Exchange
XAE1.DE,Catalis SE,Germany,XETRA Stock Exchange
CYOU,Changyou.com Limited,United States of America,
0CYA.DE,Changyou.com Ltd,Germany,XETRA Stock Exchange
8053.HK,China Electric Power,Hong Kong,Hong Kong Stock Exchange
CMGE,China Mobile Games and Enterta,United States of America,
B4B.DE,Cliq Digital AG,Germany,XETRA Stock Exchange
COLORCH.BO,Color Chips (India) Ltd.,India,Bombay Stock Exchange
CNS.V,Contagious Gaming Inc,Canada,TSX Venture Exchange
DIB.MI,Digital Bros,Italy,Milan Stock Exchange
DQE.BO,DQ Entertainment (Intl),India,Bombay Stock Exchange
DQE.NS,DQ Entertainment (Intl),India,National Stock Exchange of India
EBT.AX,eBet Ltd,Australia,Australian Stock Exchange
ERT.DE,Electronic Arts Inc,Germany,XETRA Stock Exchange
EA,Electronic Arts Inc.,United States of America,
FRZT,"Freeze Tag, Inc.",United States of America,
FDEV.L,Frontier Developments PLC,United Kingdom,London Stock Exchange
GAME.L,GameAccount Network PLC,United Kingdom,London Stock Exchange
GF3.DE,Gameloft SE,Germany,XETRA Stock Exchange
GFT.PA,Gameloft SE,France,Paris Stock Exchange
GIF.DE,GigaMedia Ltd,Germany,XETRA Stock Exchange
GIGM,GigaMedia Ltd.,United States of America,
F2P.DE,Glu Mobile Inc,Germany,XETRA Stock Exchange
GLUU,"Glu Mobile, Inc.",United States of America,
GD8.DE,GRAVITY Co Ltd,Germany,XETRA Stock Exchange
GRVY,"Gravity Co., Ltd",United States of America,
GRAS,"Greenfield Farms Food, Inc.",United States of America,
GRAS,"Greenfield Farms Food, Inc.",United States of America,
ALGCM.PA,Groupe Concoursmania,France,Paris Stock Exchange
IMGX,"Image Metrics, Inc.",United States of America,
IGT,International Game Technology,United States of America,
ALWEK.PA,Iscool Entertainment,France,Paris Stock Exchange
KNM.L,Konami Corp,United Kingdom,London Stock Exchange
KOA.DE,Konami Corp,Germany,XETRA Stock Exchange
KNM,Konami Corp.,United States of America,
HOA.DE,KongZhong Corp,Germany,XETRA Stock Exchange
KZ,Kongzhong Corp.,United States of America,
KZ,Kongzhong Corp.,United States of America,
LVH.DE,Las Vegas From Home.com,Germany,XETRA Stock Exchange
LVH.V,Las Vegas Home.com,Canada,TSX Venture Exchange
NJTA.DE,Majesco Entertainment Co,Germany,XETRA Stock Exchange
COOL,Majesco Entertainment Co.,United States of America,
MGT,"MGT Capital Investments, Inc.",United States of America,
MSG.L,Milestone Group PLC,United Kingdom,London Stock Exchange
APPZ,Monster Arts Inc.,United States of America,
MBO.DE,MTI Ltd.,Germany,XETRA Stock Exchange
NKTN.L,Nektan PLC,United Kingdom,London Stock Exchange
K70.DE,Net Entertainment NE AB,Germany,XETRA Stock Exchange
3ND.DE,NetDragon Websoft Inc,Germany,XETRA Stock Exchange
0777.HK,NetDragon Websoft Inc.,Hong Kong,Hong Kong Stock Exchange
NTO.DE,Nintendo Co Ltd,Germany,XETRA Stock Exchange
NTOA.DE,Nintendo Co Ltd,Germany,XETRA Stock Exchange
AFQ1.DE,Perfect World Co Ltd,Germany,XETRA Stock Exchange
PWRD,"Perfect World Co., Ltd.",United States of America,
FOURKANIM.BO,Pine Animation Ltd,India,Bombay Stock Exchange
PN.TO,"PNI Digital Media, Inc.",Canada,Toronto Stock Exchange
PKGM,"Pocket Games, Inc.",United States of America,
RNWK,RealNetworks Inc.,United States of America,
ROVI,Rovi Corporation,United States of America,
STIE,Santaro Interactive Entertainm,United States of America,
RYU.DE,"Sega Sammy Holdings, Inc.",Germany,XETRA Stock Exchange
GAME,Shanda Games Limited,United States of America,
S84A.DE,Shanda Games Ltd,Germany,XETRA Stock Exchange
SOUL,Soul and Vibe Interactive Inc.,United States of America,
EI4.DE,"Square Enix Holdings Co., Ltd.",Germany,XETRA Stock Exchange
TKE.DE,Take-Two Interactive,Germany,XETRA Stock Exchange
TTWO,Take-Two Interactive Software,United States of America,
NCTY,The9 Limited,United States of America,
FZKA.DE,The9 Ltd,Germany,XETRA Stock Exchange
SCR.V,TheScore Inc,Canada,TSX Venture Exchange
TNG.V,TransGaming Inc,Canada,TSX Venture Exchange
UBI.PA,Ubisoft Entertainment,France,Paris Stock Exchange
UEN.DE,Ubisoft Entertainment,Germany,XETRA Stock Exchange
1282.HK,World Wide Touch,Hong Kong,Hong Kong Stock Exchange
36Z.DE,Zingmobile Group Ltd,Germany,XETRA Stock Exchange
ZMG.AX,Zingmobile Group Ltd,Australia,Australian Stock Exchange
ZY3.DE,Zynga Inc,Germany,XETRA Stock Exchange
ZNGA,"Zynga, Inc.",United States of America,
